所述 的 导入 篮 ( 13 ) 在 方导柱 ( 10 ) 上 可作 垂直 运动 。 ||| the introduction of the basket ( 13 ) in the 方导柱 ( 10 ) can be done on the vertical movement .
本发明 技术 方案 的 实现 , 使得 除 监控 地址 之外 , 其余 内存地址 的 访问 不会 触发 异常 , 从而 避免 对 系统性 能 造成 过 大 的 影响 , 可以 有效 的 提升 系统 的 调试 和 维护 效率 。 ||| the present inventive solution is implemented so that , in addition to the monitor address access of the memory addresses that are outside of the remaining anomaly is not triggered , so as to avoid excessive on system performance due to the effect of a lifting system can be effective , the debug and maintenance efficiency .
本发明 公开 了 一种 采用 条形码 图像 在 移动 终端 与 后台 服务器之间 进行 通信 的 方法 、 装置 及其 移动 终端 , 以 实现 对 所有 码 制 的 条形码 图像 都 能 进行 正确 解码 , 并 可 保证 用户 信息 的 安全性 , 也 可以 实现 在 没有 后台 服务器 的 情况 下 , 在 移动 终端 一侧 即可 完成 服务 的 提供 。 ||| the present invention discloses a bar code image using a mobile terminal in communication with the backend server method , apparatus , and the mobile terminal to implement made on all of the code image of a bar code can be correctly decoded , and ensuring the safety of the user information may also be achieved in the absence of a backend server , in a case where the mobile terminal provided on the side of the service can be accomplished .
提供 了 一种 属于 超大规模 集成电路 制造 技术 中 的 非 易 失 性 存储器 技术 领域 的 闪存 存储器 的 阵列 结构 及其 编程 方法 。 ||| there is provided a very large scale integrated circuit manufacturing techniques belonging to a non- volatile memory in the art of flash memory array structure and its programming method .
该 电路板 包括 : 位于 该 PCB — 端的 安全 数码 输入输出 ( SDIO ) 端子 , 在 远离 所述 SDIO 端子 的 另一端 设置 有 天线 , 在 与 所述 天线 相邻 的 区域 设置 有 射频 电路 , 在 不 与 天线 相邻 的 区域 设置 有 存储模块 。 ||| the circuit board comprising : - the end located on the pcb secure digital input- output ( sdio ) remote from the terminal , at the other end of the sdio terminal is provided with an antenna , the antenna to the adjacent region is provided with a radio frequency circuit that does not interact with the antenna in the adjacent region is provided with a memory module .
本发明 具有 检测 结果 准确 的 优点 。 ||| the present invention has the advantage of accurate test results .
通过 本发明 能够 快速 且 准确 地 向 用户 提供 相关 知识 信息 , 而 不必 用户 登陆 知识 问答 平台 发布 提问 , 且 等待 提问 被 解答 才能 获取 相关 知识 信息 。 ||| by the present invention is capable of quickly and accurately relevant knowledge information are provided to the user , without knowledge of the user is logged on to the quiz platform issuing questions , and wait for the questions are answered to retrieve the relevant knowledge information .
枚举 输入 输出设备 的 方法 包括 : 获取 系统 中 的 各 处理器 的 标识 和 各 输入输出 ( IO ) 集中 控制器 的 标识 ; 根据 所述 各 处理器 的 标识 以及 所述 各 IO 集中 控制器 的 标识 , 分别 指令 处理器 同时 枚举 特定 的 IO 集中 控制器 及 与 之 相连 的 输入输出 IO 设备 ; 获取 被 指令 的 处理器 枚举 的 IO 设备 的 相关 信息 。 ||| enumeration of input and output devices of the method comprising : obtaining each of the processors in the system and the identity of each input / output ( io ) ; an identification of a centralized controller according to said each processor 's identification and the io a centralized controller , the identification of the particular instruction processor , respectively , while the enumeration of io and the centralized controller is connected to the input and output of the io devices is a processor instructions ; obtaining an enumeration of the io devices associated information .
第一 阀体 通 液 管 ( 421 ) 和 第二 阀体 通液 管 ( 422 ) 的 数目 为 至少 两对 。 ||| the first valve body through catheter ( 421 ) and a second valve body 通液 tube ( 422 ) for at least two pairs of the number .
本发明 公开 了 一种 单片 双轴 桥式 磁场 传感器 , 该 双轴 桥式 磁场 传感器 采用 隧道 结 磁电 阻 元件 在 同一 半导体 基片 上 制备 两种 全 桥 磁场 传感器 以 感应 正交 磁场 分量 。 ||| the present invention discloses a single- chip dual- axis bridge magnetic field sensor , and a biaxial bridge magnetic field sensor using a tunnel junction magnetoresistive elements within the same semiconductor substrate full bridge to prepare two orthogonal magnetic field sensor to sense a magnetic field component .
一种 终端 界面 内容 的 缩放 控制 方法 及 装置 , 其中 , 该 方法 包括 : 感 测 终端 在 两个 时刻 间 的 位移 ; 根据 位移 对 终端 的 界面 内容 进行 缩放 控制 。 ||| a terminal interface zoom control of the content , wherein the method and apparatus , the method comprising : sensing terminal at two times the displacement of the displacement between the terminal , according to the interface of the content by the zoom control .
本发明 涉及 一种 用于 快速 复位 设备 的 方法 和 装置 , 其中 , 该 方法 包括 步骤 : 当 设备 的 多个 处理器 的 其中 一个 处理器 出现异常 时 , 仅 对 所述 其中 一个 处理器 进行 复位 。 ||| the present invention relates to a method for fast reset device , wherein the method and apparatus , the method comprising the steps of : when a device of a plurality of processors , where one processor is at fault on said only one of the processors is reset .
跨 通道 不变 信息 可以 是 边缘 信息 、 纹理 信息 、 噪声 强度 等等 。 ||| constant across channel information can be the edge information , the texture information , a noise strength , and the like .
该 方法 包括 : A 、 所述 阅读器 在 至少 两个 频率 上 向 该 标签 发射 信号 并 接收 相应 的 反射 信号 ; B 、 将 所 接收 的 反射 信号 合并 得到 合并 后 的 接收 信号 , 并 将 该 合并 后 的 接收 信号 映射 为 星座图 上 的 星座 点 用于 定位 该 标签 。 ||| the method comprises : - a , the reader on at least two frequencies to the tag receives a respective transmit signal and the reflected signal ; b , transmits the received reflected signals were combined to give the combined received signal , and transmitting the combined received signal is mapped to constellation points of the constellation used for locating the tag .
一种 多 联 光纤 连接器 , 包括 并行 设置 的 两个 或 两个 以上 光纤 连接器 本体 ( 1 ) , 以及 嵌入 光纤 连接器 本体 ( 1 ) 将 光纤 连接器 本体 ( 1 ) 连接 在 一起 的 连接件 ( 2,3 ) 。 ||| a cascade of fiber optic connectors comprises a parallel arrangement of two or more than two optical fiber connector body ( 1 ) , as well as embedded optical fiber connector body ( 1 ) of the fiber connector body ( 1 ) coupled together , the connecting members ( 2,3 ) .
另外 还 将 源 端口 的 读写操作 分离 。 还 公开 了 一种 多 源 端口 的 数据处理 装置 。 ||| in addition to the separation of the source port of the write and read operations . also disclosed is a multiple source port of the data processing apparatus .
每 一 开关 元件 的 一端 连接 于 一第一 端口 与 对应 的 按键 之间 , 另一端 连接 于 中断 端口 与 电阻 之间 。 ||| each switching element has one end connected to a first port to a corresponding one of the keys , and the other end connected to the interruption between the port and the resistance between .
